full_name,title,company,country,linkedin_url,company_website,employee_count_estimate,growth_signal,people_process_signal,affordability_signal,linkedin_activity_signal,source_url,fit_score,segment,reason_to_contact,dnc_status,review_status,score_reasons,score_concerns,headline,industry,profile_location,provider_id
Maggie Po,Founder | Adviser to the CEO,Teetalk.ph Inc,Philippines,https://www.linkedin.com/in/maggie-po-20a62255,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAupCKoBNJ-G_NsPOqameNqfsPbktw6X28s,NAME_SEARCH,c-wT",85,Philippines / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"CEO, FullSuite | Data Intelligence behind Private Market AI.",,"Baguio City, Cordillera Admin Region, Philippines",ACwAAAupCKoBNJ-G_NsPOqameNqfsPbktw6X28s
Love Gregorie Perez,Founder,Armore Collective,Philippines,https://www.linkedin.com/in/lovegregoriemperez,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAUqrS4Blj-hW5YSYQIq69nWe97SxjFsByo,NAME_SEARCH,-N90",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder, ARMORE COLLECTIVE |
Director, XCHANGE |
IE Brown EMBA Alum |
Impact investment executive | Ecosystem builder for social innovation",,"Metro Manila, National Capital Region, Philippines",ACwAAAUqrS4Blj-hW5YSYQIq69nWe97SxjFsByo
Louis Adrian Reyes,"Owner, Creative Director",Quadral.io,Philippines,https://www.linkedin.com/in/gametrailers,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAACvkgAMBvt5e-fv5l8W_Ge9GLbL1NO07Q78,NAME_SEARCH,v09b",85,Philippines / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder @ Quadral | Game trailers and ad creatives built to drive installs, wishlists, and players",,"Bulacan, Central Luzon, Philippines",ACwAACvkgAMBvt5e-fv5l8W_Ge9GLbL1NO07Q78
Lorna S. Bondoc,Founder and CxO,"YOVEO Digital, Inc.",Philippines,https://www.linkedin.com/in/yoveodigital,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAHVCYsBN32NXVis4rkbZ-1aCwsbqpt7dJM,NAME_SEARCH,3JEM",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder and CxO, YOVEO Digital, Inc. | On-Demand Digital Ops  Orchestrator | Future of Work Policy Architect | UN-ITC Digital-Pinas Program Lead Expert ",,"Metro Cebu, Central Visayas, Philippines",ACwAAAHVCYsBN32NXVis4rkbZ-1aCwsbqpt7dJM
Lorelie Juntilla,Co-Founder / Managing Director,TGS BPO,Philippines,https://www.linkedin.com/in/loreliejuntilla,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAADnwKcBHkabIZeVVcPMcjsbNAr4UPukjFo,NAME_SEARCH,wLrv",85,Philippines / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Co-Founder @ TGS BPO (Avidus) | Strategic BPO Partner for Operational Efficiency & Global Impact | Driving Purpose-Driven Outsourcing,,"Cebu, Central Visayas, Philippines",ACwAAADnwKcBHkabIZeVVcPMcjsbNAr4UPukjFo
Lee Marvin Hormillosa,Co-Founder of www.tulkka.com,Tulkka,Philippines,https://www.linkedin.com/in/lee-marvin-hormillosa-540a20121,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAB46rQABin7-RZ7_6b4G352IyVIpzvMnnAQ,NAME_SEARCH,-qhG",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Optimize your operations the right way,,Philippines,ACwAAB46rQABin7-RZ7_6b4G352IyVIpzvMnnAQ
"Krizanne Ty, MBA",Co-Founder,Girls Got Game Philippines,Philippines,https://www.linkedin.com/in/krizannety,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAABH2olwBl5tS4ITi5hjdfI1p-omQPDydaL8,NAME_SEARCH,YIiz",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Country Head @ Jia | FinTech | Lending | Digital Banking | Building a Fairer Financial World 🌏,,"Manila, National Capital Region, Philippines",ACwAABH2olwBl5tS4ITi5hjdfI1p-omQPDydaL8
Kristen Mariano,Founder,PasaJob,Philippines,https://www.linkedin.com/in/kristen-mariano-2139a1b5,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAABiHbe8BXsKQ68euEYQnOQpM16ueW-4_-N0,NAME_SEARCH,66CM",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Change Agent,,Philippines,ACwAABiHbe8BXsKQ68euEYQnOQpM16ueW-4_-N0
Kim Carlm ✭,Founder and CEO,OutsourceDesk PH,Philippines,https://www.linkedin.com/in/kim-carlm-jagorin,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAADc7Zi4BSufjiX_wQ5VzpSVGMAK5NhgESO0,NAME_SEARCH,vceY",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Senior EA & Execution Architect | I Help CEOs & Founders Reclaim Their Time Through Execution Systems that Runs Even Without Them | 10+ Years Supporting Global Leaders | Founder, BEATS & OutsourceDesk PH 🇵🇭",,"Iloilo, Western Visayas, Philippines",ACwAADc7Zi4BSufjiX_wQ5VzpSVGMAK5NhgESO0
Kenneth James Berey,Chief Executive Officer & founder,ConnectWeb3,Philippines,https://www.linkedin.com/in/kenneth-james-berey-14688699,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAABTz4UYBf7KyhVwOCn27DUZITOCpsh8Q8Ek,NAME_SEARCH,qRc3",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,CEO & Founder ConnectWeb3 Philippines - WEB3 BPO | RAISING FUNDS | BUILDING AWARENESS | GLOBAL EXPANSION | BRAND & COMMUNITY BUILDERS | MARKETING STRATEGIST | PH AMBASSADOR | @kenberrycw3 TG,,Philippines,ACwAABTz4UYBf7KyhVwOCn27DUZITOCpsh8Q8Ek
Joy Nasol,Chief Executive Officer,Bitduc8,Philippines,https://www.linkedin.com/in/joynasol,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAACozBD8BpG2hAHLdVXGrA7XLXACrc4Q7M7c,NAME_SEARCH,Qp2o",85,Philippines / ceo,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Growth & Partnerships Leader | Web3 • Fintech • Marketing Ops | Driving GTM, Strategic Partnerships & Ecosystem Growth",,"Naga, Bicol Region, Philippines",ACwAACozBD8BpG2hAHLdVXGrA7XLXACrc4Q7M7c
Joshua Santiago,Founder & Senior Ecommerce AI Editor/Strategist,Dream Light Visual,Philippines,https://www.linkedin.com/in/santiagojoshuam,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAADLklgEBB5IJ78F5onGmhnYovX07PpO5NjE,NAME_SEARCH,mxvs",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"🏆 Upwork Top Rated Plus Senior Creative Strategist/Editor | Designer 🚀 Expert in ECommerce, UGC, VSL, Dropshipping, Amazon A+, DTC etc. | Advertising & Marketing | Video & Graphics Design Specialist using AI 🤖",,"Bulacan, Central Luzon, Philippines",ACwAADLklgEBB5IJ78F5onGmhnYovX07PpO5NjE
Jonel O.,Founder,ApusFly,Philippines,https://www.linkedin.com/in/jonelorale,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAEoDoEkBeiMfcw3nJfTe2r4tEFeQ0WoRXM0,NAME_SEARCH,F7sY",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Founder & CEO | Building Drone-as-a-Service (DaaS) Infrastructure in the Philippines | FAA Part 107 Candidate | Pilot Institute Alumni,,"Bulacan, Central Luzon, Philippines",ACwAAEoDoEkBeiMfcw3nJfTe2r4tEFeQ0WoRXM0
John Keneth Dais,Founder & Managing Director,BrandlessPH,Philippines,https://www.linkedin.com/in/johnkenethdais,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAACeX9o8B_RD73lLg0rnzaRMr5EcrZwfO1W0,NAME_SEARCH,vBuE",85,Philippines / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Community Strategy, Growth and Brandbuilding | AI, InfoFi, GameFi, DeFi, Crypto, Metaverse |
Founder & Managing Partner @ BrandlessPH",,Metro Davao,ACwAACeX9o8B_RD73lLg0rnzaRMr5EcrZwfO1W0
Joever Monceda,Founder / CEO / CTO,Repoint Solutions,Philippines,https://www.linkedin.com/in/joever-monceda,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAABCdVE4BKhfJf0vBwd4MhOF203Ice7Xm8b0,NAME_SEARCH,9CPB",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,Team Lead | AI & System Integrations | Solutions Architect | Sr. Software Engineer @ RePoint Solutions,,"Cagayan De Oro City, Northern Mindanao, Philippines",ACwAABCdVE4BKhfJf0vBwd4MhOF203Ice7Xm8b0
Jed Seculles,Co-Owner & CEO,Sprint19,Philippines,https://www.linkedin.com/in/jedford-seculles,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAJhPHMBwlZ2-WHmAaRmfGh7J5yEDrSHZbc,NAME_SEARCH,l1A6",85,Philippines / md_owner,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Co-founder @ Sprint19 | Growth Partner | Claude Code, Cursor | Ruby on Rails | Cloud Management | Odoo Partner | CLSSBB | LSSBBT-AI",,Philippines,ACwAAAJhPHMBwlZ2-WHmAaRmfGh7J5yEDrSHZbc
Jay Fajardo,Founder and CEO,BetterClinic,Philippines,https://www.linkedin.com/in/jayfajardo,,SalesNav filter 11-50 or 51-200. Manual check needed for 10-100 band.,growth_or_people_language_in_profile,manual review needed,industry and founder role suggest possible fit; revenue not verified,manual recent activity check needed,"https://www.linkedin.com/sales/lead/ACwAAAAKT5QBw-ae-BDHMbOI51oSZCB8ZsRQmQQ,NAME_SEARCH,kNP4",85,Philippines / founder,"Founder led company in target size filter. Review for hiring, growth, or people process trigger before sending.",not checked against client DNC yet,READY_FOR_MANUAL_REVIEW,founder_or_senior_owner_title; growth_or_people_language_in_profile; linkedin_url_present,,"Founder CEO at BetterClinic - AI solutions to 10X clinician workflows and fight practitioner burnout  : CEO at Proudcloud deploying agile software development teams to startups, scaleups, and enterprise : 1 exit",,"Manila, National Capital Region, Philippines",ACwAAAAKT5QBw-ae-BDHMbOI51oSZCB8ZsRQmQQ
